0 0 -0.000077
0 1 0.001408
0 2 0.002505
0 3 0.001996
0 4 0.000442
0 5 -0.000472
0 6 0.000183
0 7 0.001616
0 8 0.002345
0 9 0.002017
0 10 0.001821
0 11 0.002896
0 12 0.004657
0 13 0.005297
0 14 0.004024
0 15 0.002233
0 16 0.001989
0 17 0.003607
0 18 0.005281
0 19 0.005093
0 20 0.002840
0 21 -0.000310
0 22 -0.003463
0 23 -0.006711
0 24 -0.010094
0 25 -0.012336
0 26 -0.011257
0 27 -0.005931
0 28 0.001538
0 29 0.006874
0 30 0.006904
0 31 0.002381
0 32 -0.002489
0 33 -0.003608
0 34 -0.000470
0 35 0.003651
0 36 0.004868
0 37 0.002114
0 38 -0.002261
0 39 -0.004971
0 40 -0.004683
0 41 -0.002632
0 42 -0.000814
0 43 0.000045
0 44 0.000662
0 45 0.001702
0 46 0.002638
0 47 0.002408
0 48 0.000971
0 49 -0.000307
1 0 -0.002760
1 1 -0.001991
1 2 -0.000335
1 3 0.000468
1 4 0.000164
1 5 -0.000195
1 6 0.000094
1 7 0.000377
1 8 -0.000445
1 9 -0.002250
1 10 -0.003424
1 11 -0.002544
1 12 -0.000075
1 13 0.002061
1 14 0.002662
1 15 0.002509
1 16 0.003150
1 17 0.004769
1 18 0.005830
1 19 0.004824
1 20 0.001934
1 21 -0.001272
1 22 -0.003534
1 23 -0.004943
1 24 -0.006216
1 25 -0.007143
1 26 -0.006206
1 27 -0.002159
1 28 0.003950
1 29 0.008789
1 30 0.009351
1 31 0.005779
1 32 0.001468
1 33 0.000084
1 34 0.002277
1 35 0.005195
1 36 0.005196
1 37 0.001165
1 38 -0.004629
1 39 -0.008707
1 40 -0.009323
1 41 -0.007384
1 42 -0.004826
1 43 -0.002526
1 44 -0.000036
1 45 0.002871
1 46 0.005053
1 47 0.004870
1 48 0.002152
1 49 -0.001177
2 0 -0.004555
2 1 -0.004511
2 2 -0.002445
2 3 -0.000440
2 4 0.000470
2 5 0.000632
2 6 0.000484
2 7 -0.000390
2 8 -0.002596
2 9 -0.005602
2 10 -0.007663
2 11 -0.007380
2 12 -0.005155
2 13 -0.002714
2 14 -0.001225
2 15 -0.000268
2 16 0.001156
2 17 0.002998
2 18 0.004027
2 19 0.003287
2 20 0.001309
2 21 -0.000322
2 22 -0.000526
2 23 0.000252
2 24 0.000644
2 25 0.000035
2 26 -0.000493
2 27 0.000788
2 28 0.004129
2 29 0.007524
2 30 0.008438
2 31 0.006378
2 32 0.003515
2 33 0.002618
2 34 0.004334
2 35 0.006504
2 36 0.006157
2 37 0.002256
2 38 -0.003356
2 39 -0.007608
2 40 -0.008770
2 41 -0.007452
2 42 -0.005269
2 43 -0.002920
2 44 0.000065
2 45 0.003775
2 46 0.006711
2 47 0.006728
2 48 0.003307
2 49 -0.001474
3 0 -0.004749
3 1 -0.005009
3 2 -0.002784
3 3 -0.000253
3 4 0.001153
3 5 0.001414
3 6 0.000925
3 7 -0.000432
3 8 -0.002896
3 9 -0.005878
3 10 -0.007993
3 11 -0.008273
3 12 -0.007113
3 13 -0.005705
3 14 -0.004669
3 15 -0.003587
3 16 -0.001951
3 17 -0.000130
3 18 0.000940
3 19 0.000922
3 20 0.000624
3 21 0.001287
3 22 0.003357
3 23 0.005864
3 24 0.007068
3 25 0.006006
3 26 0.003571
3 27 0.001863
3 28 0.002201
3 29 0.003856
3 30 0.004944
3 31 0.004501
3 32 0.003455
3 33 0.003519
3 34 0.005254
3 35 0.007323
3 36 0.007623
3 37 0.005213
3 38 0.001205
3 39 -0.002209
3 40 -0.003638
3 41 -0.003394
3 42 -0.002556
3 43 -0.001421
3 44 0.000685
3 45 0.003962
3 46 0.006906
3 47 0.007163
3 48 0.003848
3 49 -0.001189
4 0 -0.003857
4 1 -0.003847
4 2 -0.001767
4 3 0.000397
4 4 0.001400
4 5 0.001386
4 6 0.000935
4 7 0.000131
4 8 -0.001210
4 9 -0.002810
4 10 -0.003970
4 11 -0.004368
4 12 -0.004432
4 13 -0.004676
4 14 -0.004920
4 15 -0.004536
4 16 -0.003420
4 17 -0.002271
4 18 -0.001710
4 19 -0.001407
4 20 -0.000322
4 21 0.002247
4 22 0.005904
4 23 0.009216
4 24 0.010481
4 25 0.008871
4 26 0.005233
4 27 0.001676
4 28 -0.000008
4 29 0.000342
4 30 0.001501
4 31 0.002309
4 32 0.002731
4 33 0.003558
4 34 0.005282
4 35 0.007360
4 36 0.008544
4 37 0.007942
4 38 0.005835
4 39 0.003422
4 40 0.001718
4 41 0.000757
4 42 0.000039
4 43 -0.000386
4 44 0.000278
4 45 0.002407
4 46 0.004807
4 47 0.005324
4 48 0.002909
4 49 -0.001062
5 0 -0.003086
5 1 -0.002441
5 2 -0.000814
5 3 0.000287
5 4 0.000331
5 5 0.000021
5 6 0.000139
5 7 0.000672
5 8 0.001181
5 9 0.001533
5 10 0.001857
5 11 0.001951
5 12 0.001308
5 13 -0.000105
5 14 -0.001492
5 15 -0.002066
5 16 -0.002040
5 17 -0.002308
5 18 -0.003091
5 19 -0.003355
5 20 -0.001822
5 21 0.001674
5 22 0.005944
5 23 0.009265
5 24 0.010284
5 25 0.008598
5 26 0.005017
5 27 0.001273
5 28 -0.000981
5 29 -0.001196
5 30 -0.000067
5 31 0.001289
5 32 0.002277
5 33 0.003098
5 34 0.004274
5 35 0.005935
5 36 0.007492
5 37 0.008024
5 38 0.007097
5 39 0.005168
5 40 0.003092
5 41 0.001304
5 42 -0.000287
5 43 -0.001603
5 44 -0.002023
5 45 -0.001096
5 46 0.000505
5 47 0.001220
5 48 0.000135
5 49 -0.001913
6 0 -0.003030
6 1 -0.001844
6 2 -0.000926
6 3 -0.001134
6 4 -0.002046
6 5 -0.002362
6 6 -0.001346
6 7 0.000540
6 8 0.002464
6 9 0.004155
6 10 0.005686
6 11 0.006700
6 12 0.006532
6 13 0.005169
6 14 0.003515
6 15 0.002307
6 16 0.001128
6 17 -0.000906
6 18 -0.003537
6 19 -0.005072
6 20 -0.003985
6 21 -0.000496
6 22 0.003639
6 23 0.006568
6 24 0.007365
6 25 0.006092
6 26 0.003500
6 27 0.000776
6 28 -0.000907
6 29 -0.001013
6 30 0.000048
6 31 0.001271
6 32 0.001854
6 33 0.001803
6 34 0.001845
6 35 0.002647
6 36 0.004002
6 37 0.004855
6 38 0.004263
6 39 0.002327
6 40 0.000023
6 41 -0.001833
6 42 -0.003190
6 43 -0.004299
6 44 -0.005009
6 45 -0.004920
6 46 -0.004144
6 47 -0.003441
6 48 -0.003363
6 49 -0.003509
7 0 -0.003163
7 1 -0.001915
7 2 -0.001796
7 3 -0.003041
7 4 -0.004446
7 5 -0.004415
7 6 -0.002609
7 7 -0.000146
7 8 0.001868
7 9 0.003484
